Unnamed: 0,Unnamed: 1,ID,Name,Price,Brand,Rating,Total Ratings,Cleaned_Price,Clean_Rating,Brand Name,RAM,URL
35,,36,Redmi 12C || 4GB Ram 128GB Rom || 6.71 Inches IPS Display || 5000 mAh - Battery charging 10W wired,"Rs. 28,999
Rs. 36,999-22%",No Brand,"5.0
Excellent",49,28999,5,Redmi,4,https://www.daraz.pk/products/12c-4gb-1-000-gb-10w-i426364045-s2024317570.html?spm=a2a0e.searchlist.sku.2.5d8a3d0285oCQz&search=1
36,,37,Infinix Smart 7 - 64GB ROM - 4GB RAM - PTA APPROVED OFFICIAL WARRANTY,"Rs. 25,300
Rs. 25,999-3%",Infinix,"4.7
Excellent",10,25300,4.7,Infinix,8,https://www.daraz.pk/products/infinix-smart-7-64gb-rom-2gb-ram-pta-approved-official-warranty-i429120429-s2040169438.html?spm=a2a0e.searchlist.sku.1.6ecf7f480zZD72&search=1
37,,38,Sparx Neo X || 4GB RAM 64GB ROM || 50MP +2MP Camera || 5000mAh Battery || PTA Approved || 1 Year Brand Warranty,"Rs. 24,999
Rs. 31,999-22%",No Brand,"3.7
Good",5,24999,3.7,Sparx,4,https://www.daraz.pk/products/sparx-neo-7-ultra-6128gb-67-display-5000mah-battery-octa-core-processor-fast-charging-pta-approved-one-year-brand-warranty-i423781498-s2073410404.html?spm=a2a0e.searchlist.sku.2.57e26c5cQjQDLw&search=1
38,,39,Like New Phones - Used Apple iPhone 8 - Gold 64 GB - PTA Approved,"Rs. 58,999
Rs. 66,000-11%",Apple,"4.6
Excellent",5,58999,4.6,Apple,8,https://www.daraz.pk/products/like-new-phones-used-apple-iphone-8-gold-64-gb-pta-approved-i434309009-s2082868610.html?spm=a2a0e.searchlist.sku.16.37ae6957OWvNJe&search=1
39,,40,"Infinix Hot 30 8GB/128GB - Android 13 - 6.78"" Display - 5000 mAh Battery","Rs. 37,999",No Brand,"3.2
Good",3,37999,3.2,Infinix,8,https://www.daraz.pk/products/30-4-gb-64-gb-8-mp-16-mp-qvga-li-po-6000-mah-i427227673-s2030850485.html?spm=a2a0e.searchlist.sku.6.58ef5eb4w9yubX&search=1
40,,41,"Xiaomi 13T Pro - 6.67"" Inch AMOLED Display - 12GB RAM - 512GB ROM","Rs. 238,499",No Brand,"4.2
Excellent",48,238499,4.2,Xiaomi,12,https://www.daraz.pk/products/13t-12gb-256gb-1-pta-i433497804-s2080954311.html?spm=a2a0e.searchlist.sku.2.2705f040vaeGdr&search=1
41,,42,"Infinix Note 30 RAM 8GB+8GB & 256GB Storage 6.78"" FHD 5000mAh Mega Battery Pta Approved Official Warranty","Rs. 47,299
Rs. 49,999-5%",Infinix,"4.1
Excellent",6,47299,4.1,Infinix,8,https://www.daraz.pk/products/30-8-gb-256-gb-32-mp-2-mp-2-mp-2-mp-108-mah-i428831257-s2046190580.html?spm=a2a0e.searchlist.sku.1.1e6b4aad00DT1X&search=1
42,,43,"Oppo A57 - 5.2"" HD Display - 4GB RAM - 64GB ROM - Dual Sim - PTA Approved - Phone And Box Only (Charger, Accessories Not Included - Mix Color)","Rs. 13,999
Rs. 19,999-30%",No Brand,"3.9
Good",2,13999,3.9,Oppo,4,https://www.daraz.pk/products/oppo-a57-2022-65-hd-display-4gb-ram-64gb-rom-dual-sim-pta-approved-phone-and-box-only-charger-accessories-not-included-mix-color-i436693448-s2098342045.html?spm=a2a0e.searchlist.sku.4.1d57546dQYlM1r&search=1
43,,44,Like New Phones - Used Apple iPhone SE 2nd Gen (2020) - Black 64 GB - PTA Approved,"Rs. 70,999
Rs. 79,000-10%",Apple,"4.8
Excellent",7,70999,4.8,Apple,3,https://www.daraz.pk/products/like-new-phones-used-apple-iphone-se-2nd-gen-2020-black-64-gb-pta-approved-i434297530-s2082866600.html?spm=a2a0e.searchlist.sku.8.4bc35046BI8p83&search=1
44,,45,"Redmi A2 Plus , 3GB RAM 64GB ROM , 8MP Main Camera , Fingerprint , 5000mAh Fast Charging","Rs. 20,999
Rs. 28,000-25%",No Brand,"4.9
Excellent",10,20999,4.9,Redmi,3,https://www.daraz.pk/products/a2-i433426890-s2080727193.html?spm=a2a0e.searchlist.sku.2.486c6510USbSJ8&search=1
45,,46,"Xiaomi 13T , 12GB RAM 256GB ROM , 50MP Main Camera , Fingerprint , 5000mAh Battery","Rs. 179,999
Rs. 200,000-10%",No Brand,"4.7
Excellent",7,179999,4.7,Xiaomi,12,https://www.daraz.pk/products/xiaomi-13t-pro-667-inch-amoled-display-12gb-ram-512gb-rom-i434620695-s2084510864.html?spm=a2a0e.searchlist.sku.16.18edf0408nFf9S&search=1
46,,47,"Tecno Camon 20 , 8GB RAM 256GB ROM , 64MP Main Camera , Fingerprint , 5000mAh Fast Charging","Rs. 48,999
Rs. 59,999-18%",No Brand,"4.6
Excellent",49,48999,4.6,Tecno,8,https://www.daraz.pk/products/20-8gb-ram-256gb-5000mah-pta-i432856844-s2101369194.html?spm=a2a0e.searchlist.sku.4.10b0acab6X1x17&search=1
47,,48,"Tecno Spark 10 Pro , 8GB RAM 128GB ROM , Back Camera 50 MP , fingersensor , 5000mAh Battery","Rs. 37,999
Rs. 44,999-16%",No Brand,"4.1
Excellent",86,37999,4.6,Tecno,8,https://www.daraz.pk/products/tecno-spark-10-pro-8gb-ram-256gb-rom-pta-approved-official-brand-warranty-i436994487-s2101829511.html?spm=a2a0e.searchlist.sku.2.18164b20qIUSFl&search=1
48,,49,"Xiaomi 13T - 6.67"" Inch Display - 12GB RAM - 256GB ROM","Rs. 169,899",No Brand,"4.4
Excellent",10,169899,4.4,Xiaomi,12,https://www.daraz.pk/products/13t-12gb-256gb-1-pta-i433497804-s2080954311.html?spm=a2a0e.searchlist.sku.2.6a70f040T93oLT&search=1
49,,50,"infinix Smart 7 HD , 2GB + 2GB Ram 64GB Rom , 6.6 Inches HD , 5000 mAh- Battery","Rs. 21,399
Rs. 29,999-29%",No Brand,"4.0
Excellent",10,21399,4,infinix,2,https://www.daraz.pk/products/infinix-smart-7-64gb-rom-2gb-ram-pta-approved-official-warranty-i429120429-s2040169438.html?spm=a2a0e.searchlist.sku.2.675922a6NS1vhe&search=1
50,,51,"Redmi 12 - 6.79"" Inch Display - 8GB RAM - 128GB ROM","Rs. 43,950",No Brand,"3.8
Good",7,43950,3.8,Redmi,8,https://www.daraz.pk/products/redmi-12c-4gb-ram-128gb-rom-pta-approved-official-warranty-i426943575-s2026292438.html?spm=a2a0e.searchlist.sku.6.30e44ad3SbAE39&search=1
51,,52,"Redmi Note 12s - 6.43"" Inch Display - 8GB RAM - 256GB ROM","Rs. 73,450",No Brand,"3.1
Good",5,73450,3.1,Redmi,8,https://www.daraz.pk/products/redmi-note-12-8-gb-ram-128gb-rom-pta-approved-mobile-phone-with-1-year-brand-warranty-i429185340-s2040915791.html?spm=a2a0e.searchlist.sku.4.182f6789b45hRb&search=1
52,,53,Xiaomi Redmi Note 12 - 8GB RAM 128GB/256GB ROM - 5000mAh Battery,"Rs. 51,999
Rs. 65,000-20%",No Brand,"4.7
Excellent",54,51999,4.7,Xiaomi,8,https://www.daraz.pk/products/redmi-note-12-8-gb-ram-128gb-rom-pta-approved-mobile-phone-with-1-year-brand-warranty-i429185340-s2040915791.html?spm=a2a0e.searchlist.sku.4.182f6789b45hRb&search=1
53,,54,"Infinix Smart 7 , Back Camera 13 MP , 4GB RAM 64GB ROM , Fingerprint , 5000 mAh Battery","Rs. 25,999
Rs. 31,999-19%",No Brand,"3.8
Good",10,25999,3.8,Infinix,4,https://www.daraz.pk/products/7-hd-2-gb-64-gb-5-mp-8-mp-008-mp-5000-mah-i426796678-s2025829537.html?spm=a2a0e.searchlist.sku.6.1291370cABuBt0&search=1
54,,55,itel S23 6.6″ HD+ Display | Up to 16+256GB Storage with Memory Fusion | Color Changing Design | 50 MP AI Camera,"Rs. 33,499
Rs. 33,999-1%",itel,"3.2
Good",3,33499,3.2,itel,16,https://www.daraz.pk/products/itel-s23-16gb-customizable-ram-128gb-rom-expandable-upto-1tb-pta-approved-official-brand-warranty-i430672798-s2054133855.html?spm=a2a0e.searchlist.sku.10.31a67882UO0SpL&search=1
55,,56,Tecno Camon 20 Pro 8GB 256GB | 64-megapixel primary camera | MediaTek G99 processor | 5000mAh battery | 1 Year Brand warranty,"Rs. 61,999
Rs. 69,999-11%",No Brand,"3.0
Good",13,61999,3,Tecno,8,https://www.daraz.pk/products/tecno-camon-20-8gb8gb-ram-256gb-rom-5000mah-battery-in-display-fingerprint-i427916270-s2054994143.html?spm=a2a0e.searchlist.sku.14.a1d5acabZ2TsJU&search=1
56,,57,vivo V29 5G - 12GB RAM - 256GB ROM - 50MP OIS Camera - In-Display Fingerprint - 80W Flashcharge,"Rs. 159,999",Vivo,"4.1
Excellent",6,159999,4.1,vivo,12,https://www.daraz.pk/products/vivo-v29-5g-12gb-ram-256gb-rom-50mp-ois-camera-in-display-fingerprint-80w-flashcharge-i434170266-s2082489915.html?spm=a2a0e.searchlist.sku.2.4c455176mLMzGl&search=1
57,,58,Redmi Note 12 Pro (8GB-256GB) PTA Approved With Official 1 Year Warranty,"Rs. 89,999",Xiaomi,"3.7
Good",8,89999,3.7,Redmi,8,https://www.daraz.pk/products/12-8-gb-256-gb-16-mp-5mp-08-mp-02-mp-li-po-108-mah-i429694308-s2046481326.html?spm=a2a0e.searchlist.sku.10.39b04cd2CE2RVY&search=1
58,,59,Redmi 12C 4GB RAM + 64GB ROM PTA Approved Mobile Phone with 1 Year Brand Warranty,"Rs. 26,480
Rs. 26,499-0.1%",No Brand,"4.9
Excellent",58,26480,4.9,Redmi,4,https://www.daraz.pk/products/redmi-12c-4gb-ram-128gb-rom-pta-approved-official-warranty-i426943575-s2026292438.html?spm=a2a0e.searchlist.sku.6.7a8c31cdr42umE&search=1
59,,60,"Samsung A54 5G - 6.4"" Inch Display - 8GB RAM","Rs. 134,999",No Brand,"4.3
Excellent",1,134999,4.3,Samsung,8,https://www.daraz.pk/products/samsung-galaxy-a54-8gb-256gb-rom-pta-approved-official-brand-warranty-i424091720-s2011179155.html?spm=a2a0e.searchlist.sku.6.4aec7b6an7ycNy&search=1
60,,61,Tecno Camon 20 || 8GB ROM 256GB ROM || 64MP Triple Camera || 5000mAh Battery (Fast Charging) || PTA Approved || 1Year Brand Warrenty,"Rs. 46,499
Rs. 50,000-7%",No Brand,"4.0
Excellent",10,46499,4,Tecno,8,https://www.daraz.pk/products/tecno-spark-10-pro-8gb-ram-256gb-rom-pta-approved-official-brand-warranty-i436994487-s2101829511.html?spm=a2a0e.searchlist.sku.2.3df14b20y1CHH6&search=1
61,,62,Tecno Spark 10 Pro RAM 8 GB ROM 128 GB front Camera 32 MP Back Camera 50 MP Battery Type5000 mAh,"Rs. 37,999
Rs. 60,000-37%",No Brand,"4.1
Excellent",9,37999,4.1,Tecno,8,https://www.daraz.pk/products/tecno-spark-10-pro-8gb-ram-256gb-rom-pta-approved-official-brand-warranty-i436994487-s2101829511.html?spm=a2a0e.searchlist.sku.2.29ce3b769Q5Gjd&search=1
62,,63,Infinix Note 30 Pro - 6.67 Inch Display - 8GB + 8GB RAM - 256GB ROM,"Rs. 63,899",No Brand,"4.8
Excellent",4,63899,4.8,Infinix,8,https://www.daraz.pk/products/infinix-note-30-ram-8gb8gb-256gb-storage-678-fhd-5000mah-mega-battery-pta-approved-official-warranty-i429046135-s2098320869.html?spm=a2a0e.searchlist.sku.2.34ef1de1xb8TGK&search=1
63,,64,"Redmi 12C, 4GB RAM 128GB ROM , 50 MP Al Dual Camera , Finger Sensor , 5000 mAh Battery , Fast Charging","Rs. 28,999
Rs. 42,499-32%",No Brand,"3.2
Good",2,28999,3.2,Redmi,4,https://www.daraz.pk/products/12c-4gb-128gb-50-mp-al-5000-mah-i430225803-s2080865730.html?spm=a2a0e.searchlist.sku.22.484231cdhmPWbL&search=1
64,,65,"Oppo A57 - 5.2"" HD Display - 4GB RAM - 64GB ROM - Dual Sim - PTA Approved - Phone And Box Only (Charger, Accessories Not Included - Mix Color)","Rs. 13,999
Rs. 19,999-30%",No Brand,"5.0
Excellent",35,13999,5,Oppo,4,https://www.daraz.pk/products/a57-52-hd-3gb-32gb-pta-i207690005-s1412642190.html?spm=a2a0e.searchlist.sku.8.4073ab11oVQHiD&search=1
65,,66,Like New Phones - Used Apple iPhone SE 2nd Gen (2020) - White 64 GB - PTA Approved,"Rs. 70,999
Rs. 79,000-10%",Apple,"3.3
Good",5,70999,3.3,Apple,8,https://www.daraz.pk/products/like-new-phones-used-apple-iphone-se-2nd-gen-2020-black-64-gb-pta-approved-i434297530-s2082866600.html?spm=a2a0e.searchlist.sku.8.4bc35046BI8p83&search=1
66,,67,Like New Phones - Used Apple iPhone SE 2nd Gen (2020) - Black 64 GB - PTA Approved,"Rs. 70,999
Rs. 79,000-10%",Apple,"4.5
Excellent",6,70999,4.5,Apple,12,https://www.daraz.pk/products/like-new-phones-used-apple-iphone-se-2nd-gen-2020-black-64-gb-pta-approved-i434297530-s2082866600.html?spm=a2a0e.searchlist.sku.8.4bc35046BI8p83&search=1
67,,68,Infinix Smart 7 || 4GB + 3GB Ram 64GB Rom || 6.6 Inches HD + Sunlight Display || 5000 mAh- Fast charging 10W,"Rs. 25,999
Rs. 38,999-33%",No Brand,"3.5
Good",10,25999,3.5,Infinix,4,https://www.daraz.pk/products/7-hd-2-gb-64-gb-5-mp-8-mp-008-mp-5000-mah-i426808220-s2025846248.html?spm=a2a0e.searchlist.sku.8.501e370c620LYJ&search=1
68,,69,"Xiaomi Poco X5 Pro - 6.67"" Inch FHD+ Display - 8GB RAM -256GB ROM","Rs. 110,750",No Brand,"4.2
Excellent",8,110750,4.2,Xiaomi,8,https://www.daraz.pk/products/x5-wach-6gb-128gb-67-5000-mah-i432587174-s2065260565.html?spm=a2a0e.searchlist.sku.6.8ddf45d6szW9e2&search=1
69,,70,"Infinix Hot 30 Play , 4GB RAM 64GB ROM , 16MP Main Camera , Fingersensor , 6000mAh Fast charging 18W","Rs. 31,999
Rs. 39,999-20%",No Brand,"4.3
Excellent",1,31999,4.3,Infinix,4,https://www.daraz.pk/products/30-4-gb-64-gb-8-mp-16-mp-qvga-li-po-6000-mah-i427227673-s2030850485.html?spm=a2a0e.searchlist.sku.6.30e35eb4kT2CId&search=1
70,,71,"Infinix Note 30 RAM 8 GB ROM 256 GB Front Camera 16 MP Back Camera 64 MP + 2 MP + AI Cam Battery Type Li-Po 5000 mAh, non-removable","Rs. 46,990
Rs. 48,000-2%",No Brand,"3.6
Good",8,46990,3.6,Infinix,8,https://www.daraz.pk/products/30-8gb-256gb-64mp-5000mah-i430239285-s2059656609.html?spm=a2a0e.searchlist.sku.8.24631de1nkgbWx&search=1
71,,72,Infinix Hot 30 || 8GB Ram 128GB Rom || 5000mAh Battery,"Rs. 39,999",No Brand,"3.1
Good",7,39999,3.1,Infinix,8,https://www.daraz.pk/products/30-8gb-256gb-64mp-5000mah-i430239285-s2059656609.html?spm=a2a0e.searchlist.sku.8.24631de1nkgbWx&search=1
72,,73,"Itel S23 , 8GB RAM 256GB ROM , 50 MP Main Camera , Fingerprint , 5000mAh Battery","Rs. 32,999
Rs. 34,999-6%",No Brand,"4.7
Excellent",4,32999,4.7,Itel,8,
73,,74,"Nokia C31 Smartphone with 6.75"" HD+ Display and 5050 mAh non-removable battery, 4GB RAM / 128GB ROM, Android 12 OS, 2 years quarterly security updates, 13MP triple rear and selfie cameras - PTA approved","Rs. 33,999
Rs. 41,999-19%",Nokia,"4.1
Excellent",10,33999,4.1,Nokia,4,https://www.daraz.pk/products/nokia-c31-smartphone-with-675-hd-display-and-5050-mah-non-removable-battery-4gb-ram-128gb-rom-android-12-os-2-years-quarterly-security-updates-13mp-triple-rear-and-selfie-cameras-pta-approved-i377709677-s1863875966.html?spm=a2a0e.searchlist.sku.2.50487d45QhH3sk&search=1
74,,75,Like New Phones - Used Apple iPhone X - Space Gray 64 GB - PTA Approved,"Rs. 97,999
Rs. 109,000-10%",Apple,"4.6
Excellent",1,97999,4.6,Apple,6,https://www.daraz.pk/products/like-new-phones-used-apple-iphone-se-2nd-gen-2020-black-64-gb-pta-approved-i434297530-s2082866600.html?spm=a2a0e.searchlist.sku.8.4bc35046BI8p83&search=1
75,,76,Samsung Galaxy A14 4GB+128GB,"Rs. 62,999",Samsung,"3.7
Good",8,62999,3.7,Samsung,4,https://www.daraz.pk/products/samsung-galaxy-a14-6gb-rom-128-gb-pta-approved-1-year-official-warranty-i428408681-s2037400447.html?spm=a2a0e.searchlist.sku.8.11d9a7cc1LoXFA&search=1
76,,77,Samsung Galaxy A04 4GB - 64GB OFFICIAL PTA APPROVED OFFICIAL WARRANTY,"Rs. 29,999
Rs. 35,499-15%",No Brand,"3.1
Good",5,29999,3.1,Samsung,4,https://www.daraz.pk/products/samsung-galaxy-a04-4gb-64gb-official-pta-approved-official-warranty-i438355041-s2122292352.html?spm=a2a0e.searchlist.sku.2.76c239b0CniECZ&search=1
77,,78,"Redmi 12C - 6.71"" Inch Display - 4GB RAM","Rs. 25,990",No Brand,"3.7
Good",1,25990,3.7,Redmi,4,https://www.daraz.pk/products/12-6gb-128gb-679-ips-5000-mah-18w-i432721437-s2081882462.html?spm=a2a0e.searchlist.sku.32.ae4549f6C2BAEG&search=1
78,,79,vivo V29e 5G - 8+8GB Extended RAM - 256GB ROM - 50MP AF Group Selfie - 120Hz Amoled Display,"Rs. 109,999",Vivo,"3.9
Good",3,109999,3.9,vivo,8,
79,,80,"Itel S23 - 6.6"" Inch Display - 8GB + 8GB RAM - 128GB / 256GB ROM","Rs. 27,999",No Brand,"3.4
Good",3,27999,3.4,Itel,8,https://www.daraz.pk/products/8gb-s23-128gb-50mp-5000mah-i429908133-s2048933084.html?spm=a2a0e.searchlist.sku.22.ea907882fTQgNf&search=1
80,,81,"Sparx Neo 7 Ultra 128GB ROM 8GB RAM Battery: 5000mAh Display: 6.52"" PTA APPROVED OFFICIAL BRAND WARRANTY","Rs. 34,999",No Brand,"4.6
Excellent",5,34999,4.6,Sparx,6,
81,,82,"Infinix Note 30 - 8GB RAM 128/256GB ROM - 6.78"" FHD+ Eye-care Display with 120Hz Dynamic Refresh Rate","Rs. 47,499
Rs. 60,000-21%",No Brand,"3.4
Good",1,47499,3.4,Infinix,8,https://www.daraz.pk/products/30-8gb-256gb-64mp-5000mah-i430239285-s2059656609.html?spm=a2a0e.searchlist.sku.8.24631de1nkgbWx&search=1
82,,83,"Redmi 12 , 8GB RAM 128GB ROM , 50 MP Main Camera , Fingerprint , 5000mAh Fast Charging","Rs. 43,999
Rs. 49,999-12%",No Brand,"3.2
Good",3,43999,3.2,Redmi,8,https://www.daraz.pk/products/12-6gb-128gb-679-ips-5000-mah-18w-i432721437-s2081882462.html?spm=a2a0e.searchlist.sku.32.ae4549f6C2BAEG&search=1
83,,84,Sparx Neo 7 Plus || 4 Gb RAM 64 GB ROM || 13MP Camera || 5000mAh Battery || PTA Approved || 1Year Brand Warranty,"Rs. 23,299
Rs. 26,499-12%",No Brand,"4.2
Excellent",3,23299,4.2,Sparx,6,
84,,85,"Xiaomi Redmi Note 12 RAM 8 GB ROM 128 Front Camera 13 MP Back Camera 50 MP + 8 MP + 2 MP Battery Type Li-Po 5000 mAh, non-removable","Rs. 51,999
Rs. 90,000-42%",No Brand,"3.2
Good",5,51999,3.2,Xiaomi,8,
85,,86,Infinix Note 30 - 8GB RAM 256GB ROM - 6.78 Inches Display - IPS LCD - Dual SIM - 5000mAh Battery,"Rs. 48,999
Rs. 56,000-13%",No Brand,"4.1
Excellent",6,48999,4.1,Infinix,8,https://www.daraz.pk/products/30-8gb-256gb-64mp-5000mah-i430239285-s2059656609.html?spm=a2a0e.searchlist.sku.8.24631de1nkgbWx&search=1
86,,87,"vivo Y02t - 4GB RAM - 64GB ROM - 6.51"" Display - 5000mAh Battery","Rs. 33,999",Vivo,"4.1
Excellent",57,33999,4.1,vivo,4,https://www.daraz.pk/products/y02-3-gb-32-gb-5-mp-8-mp-5000-mah-i426347466-s2023791660.html?spm=a2a0e.searchlist.sku.2.ab7315cahpWszC&search=1
87,,88,"Samsung Galaxy A13 - 6.6"" Inch display - 4GB RAM","Rs. 43,499",No Brand,"4.0
Excellent",3,43499,4,Samsung,4,
88,,89,"Samsung Galaxy A04s , 4GB Ram 128GB Rom , 6.5 Inches IPS Display 90Hz , 5000 mAh- Fast charging 15W","Rs. 39,799
Rs. 49,999-20%",No Brand,"4.6
Excellent",4,39799,4.6,Samsung,4,https://www.daraz.pk/products/samsung-galaxy-a04-4gb-64gb-official-pta-approved-official-warranty-i438355041-s2122292352.html?spm=a2a0e.searchlist.sku.2.76c239b0CniECZ&search=1
89,,90,"Vivo Y17s - 6.56"" Inch Display - 6GB RAM - 128GB ROM","Rs. 43,999",No Brand,"3.8
Good",10,43999,3.8,Vivo,6,https://www.daraz.pk/products/vivo-y17s-6gb-ram-128gb-rom-5000mah-battery-502-mp-camera-helio-g85-processor-i434216463-s2082615909.html?spm=a2a0e.searchlist.sku.2.52545667DyJbv2&search=1
90,,91,"INFINIX SMART 7 4GB RAM 64GB ROM || 6000mAh BATTERY || 4G LTE || 6.6"" DISPLAY || ONE YEAR BRAND WARRANTY || PTA APPROVED","Rs. 25,399
Rs. 28,000-9%",No Brand,"3.1
Good",1,25399,3.1,INFINIX,4,https://www.daraz.pk/products/7-hd-2-gb-64-gb-5-mp-8-mp-008-mp-5000-mah-i426808220-s2025846248.html?spm=a2a0e.searchlist.sku.8.501e370c620LYJ&search=1
91,,92,"Vivo Y36 ROM 8 GB ROM 128 GB Front Camera 16 MP Back Camera 50 MP + 2 MP + 2 MP Battery Type Li-Po 5000 mAh, non-removable","Rs. 62,480
Rs. 62,500-0%",No Brand,"4.0
Excellent",10,62480,4,Vivo,8,https://www.daraz.pk/products/vivo-y36-8gb-ram-128gb-rom-50-2-mp-rear-camera-5000mah-battery-i426929362-s2026252148.html?spm=a2a0e.searchlist.sku.4.203b478bU3QFWt&search=1
92,,93,HONOR X5 - 2GB RAM 32GB ROM - 6.5 Inch - Dual SIM - 5000mAh Battery,"Rs. 19,499
Rs. 30,000-35%",No Brand,"4.7
Excellent",10,19499,4.7,HONOR,2,https://www.daraz.pk/products/honor-x5-dual-sim-2gb-ram-32gb-4g-1year-official-warranty-i421054632-s1988619536.html?spm=a2a0e.searchlist.sku.2.414246e1mrA52D&search=1
93,,94,"Samsung Galaxy A54 , 5G , 8GB Ram 256GB Rom , 6.4 Inches AMOLED Display 120Hz , 5000 mAh-Fast battery 25W wired","Rs. 135,999
Rs. 140,999-4%",No Brand,"4.3
Excellent",8,135999,4.3,Samsung,8,https://www.daraz.pk/products/samsung-galaxy-a54-8gb256gb-i432674368-s2125093041.html?spm=a2a0e.searchlist.sku.2.47cd7b6afaV1vj&search=1
94,,95,"Infinix Hot 30 Play - 6.82"" Inch Display - 4GB RAM - 64GB / 12GB ROM","Rs. 29,899",No Brand,"3.8
Good",3,29899,3.8,Infinix,4,https://www.daraz.pk/products/30-4-gb-64-gb-8-mp-16-mp-qvga-li-po-6000-mah-i427233504-s2030846651.html?spm=a2a0e.searchlist.sku.16.a8dd5eb48rE9cv&search=1
95,,96,Zero 30 4G - 8+8GB RAM 256GB ROM 108MP Ultra Clear Camera 45W Super Charge with 5000mAh Battery,"Rs. 69,980
Rs. 69,999-0%",No Brand,"4.4
Excellent",8,69980,4.4,Zero,8,https://www.daraz.pk/products/30-4g-8-gb-256-gb-50-mp-2-mp-2-mp-2-mp-i438402434-s2132188263.html?spm=a2a0e.searchlist.sku.2.55b32a46vmTGH9&search=1
96,,97,"Redmi A2 Plus || 3GB + 64GB || 6.5 IPS Display || Battery (Li-ion Non removable), 5000 mAh","Rs. 20,499
Rs. 25,999-21%",No Brand,"4.3
Excellent",6,20499,4.3,Redmi,3,https://www.daraz.pk/products/a2-i433426890-s2080727193.html?spm=a2a0e.searchlist.sku.2.5ff5752bxIzDdJ&search=1
97,,98,"Nokia C31 - 4GB / 64GB - Smartphone with 6.75"" HD+ Display and 5050 mAh non-removable battery, 4GB RAM / 64GB ROM, Android 12 OS, 2 years quarterly security updates, 13MP triple rear and selfie cameras - PTA approved","Rs. 24,999
Rs. 34,999-29%",Nokia,"3.0
Good",9,24999,3,Nokia,4,https://www.daraz.pk/products/nokia-c31-smartphone-with-675-hd-display-and-5050-mah-non-removable-battery-4gb-ram-128gb-rom-android-12-os-2-years-quarterly-security-updates-13mp-triple-rear-and-selfie-cameras-pta-approved-i377709677-s1863875966.html?spm=a2a0e.searchlist.sku.2.72387d45ReH0iE&search=1
98,,99,Tecno SPARK 10 PRO 8GB RAM - 128GB ROM 50 MP CAMERA DUAL SIM,"Rs. 39,499",No Brand,"3.1
Good",9,39499,3.1,Tecno,8,https://www.daraz.pk/products/tecno-spark-10-pro-8gb-ram-256gb-rom-pta-approved-official-brand-warranty-i436994487-s2101829511.html?spm=a2a0e.searchlist.sku.2.4d7355e5aQFEfl&search=1
99,,100,"Realme Narzo 50 - 6.56"" Inch Display - 4GB RAM - 64GB ROM","Rs. 39,999",No Brand,"3.1
Good",11,39999,3.1,Realme,4,https://www.daraz.pk/products/realme-narzo-50-656-inch-display-4gb-ram-64gb-rom-i406761791-s1954716410.html?spm=a2a0e.searchlist.sku.2.35f96c7fe0uA1W&search=1
100,,101,"Infinix Smart 7 HD , 2GB RAM 64GB ROM , 8MP Main Camera , Fingersenor , 5000 mAh Battery","Rs. 21,499
Rs. 24,499-12%",No Brand,"3.1
Good",8,21499,3.1,Infinix,2,https://www.daraz.pk/products/7-hd-2-gb-64-gb-5-mp-8-mp-008-mp-5000-mah-i426808220-s2025846248.html?spm=a2a0e.searchlist.sku.8.501e370c620LYJ&search=1
101,,102,Redmi Note 12 || 8GB Ram 128GB Rom || 6.67 Inches AMOLED Display || 5000 mAh - Fast charging 33W wired ||,"Rs. 50,449
Rs. 63,999-21%",No Brand,"3.7
Good",2,50449,3.7,Redmi,8,https://www.daraz.pk/products/12-6gb-128gb-679-ips-5000-mah-18w-i432721437-s2081882462.html?spm=a2a0e.searchlist.sku.32.ae4549f6C2BAEG&search=1
102,,103,"Redmi 12C, 4GB RAM 128GB ROM , 50 MP Al Dual Camera , Finger Sensor , 5000 mAh Battery , Fast Charging","Rs. 29,999
Rs. 39,999-25%",No Brand,"3.0
Good",17,29999,3,Redmi,4,https://www.daraz.pk/products/4gb-12c-64gb-pta-1-i424396762-s2010724527.html?spm=a2a0e.searchlist.sku.4.14424ad3LtTsCt&search=1
103,,104,"Realme Narzo 50 - 6.56"" Inch Display - 4GB RAM - 64GB ROM","Rs. 39,999",No Brand,"4.2
Excellent",3,39999,4.2,Realme,4,https://www.daraz.pk/products/realme-narzo-50a-prime-66-inch-display-4gb-ram-64gb-rom-i424261990-s2010226269.html?spm=a2a0e.searchlist.sku.4.60876c7fCO2FV6&search=1
104,,105,"Infinix Smart 7 HD , 2GB RAM 64GB ROM , 8MP Main Camera , Fingersenor , 5000 mAh Battery","Rs. 21,499
Rs. 24,499-12%",No Brand,"4.3
Excellent",1,21499,4.3,Infinix,2,https://www.daraz.pk/products/7-hd-2-gb-64-gb-5-mp-8-mp-008-mp-5000-mah-i426796678-s2025829537.html?spm=a2a0e.searchlist.sku.6.62a722a64RqSW4&search=1
105,,106,"Tecno Spark 10 , 4GB RAM 128GB ROM , BackCamera 50MP , Fingerprint , 5000 mAh Battery","Rs. 29,999
Rs. 33,999-12%",No Brand,"3.9
Good",13,29999,3.9,Tecno,4,https://www.daraz.pk/products/tecno-spark-10-pro-8gb-ram-256gb-rom-pta-approved-official-brand-warranty-i436994487-s2101829511.html?spm=a2a0e.searchlist.sku.2.4d7355e5aQFEfl&search=1
